Publication Type;Authors;Author Full Names;Article Title;Source Title;Abstract;ORCIDs;ISSN;eISSN;Publication Date;Publication Year;Volume;Issue;Start Page;End Page;Article Number;DOI;DOI Link;Number of Pages npx supabase gen types typescript --project-id vgnteswwvallupuanfiz > lib/database.types.ts
J;"Ali, R; Hoque, E; Duberstein, P; Schubert, L; Razavi, SZ; Kane, B; Silva, C; Daks, JS; Huang, MG; Van Orden, K";"Ali, Rafayet; Hoque, Ehsan; Duberstein, Paul; Schubert, Lenhart; Razavi, Seyedeh Zahra; Kane, Benjamin; Silva, Caroline; Daks, Jennifer S.; Huang, Meghan; Van Orden, Kim";Aging and Engaging: A Pilot Randomized Controlled Trial of an Online Conversational Skills Coach for Older Adults;AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY;Objective: Communication difficulties negatively impact relationship quality and are associated with social isolation and loneliness in later life. There is a need for accessible communication interventions offered outside specialty mental health settings. Design: Pilot randomized controlled trial. Setting: Assessments in the laboratory and intervention completed in-home. Participants: Twenty adults age 60 and older from the community and a geriatric psychiatry clinic. Intervention: A web-based communication coach that provides automated feedback on eye contact, facial expressivity, speaking volume, and negative content (Aging and Engaging Program, AEP), delivered with minimal assistance in the home (eight brief sessions over 4-6 weeks) or control (education and videos on communication). Measurements: System Usability Scale and Social Skills Performance Assessment, an observer-rated assessment of social communication elicited through standardized role-plays. Results: Ninety percent of participants completed all AEP sessions and the System Usability Scale score of 68 was above the cut-offfor acceptable usability. Participants randomized to AEP demonstrated statistically and clinically significant improvement in eye contact and facial expressivity. Conclusion: The AEP is acceptable and feasible for older adults with communication difficulties to complete at home and may improve eye contact and facial expressivity, warranting a larger RCT to confirm efficacy and explore potential applications to other populations, including individuals with autism and social anxiety.;"Schubert, Lenhart/0000-0001-8398-9923; Silva, Caroline/0000-0002-7477-1495; Duberstein, Paul/0000-0001-6882-0898";1064-7481;1545-7214;AUG;2021;29;8;804;815;;10.1016/j.jagp.2020.11.004;http://dx.doi.org/10.1016/j.jagp.2020.11.004;
J;"Fedecostante, M; Sabbatinelli, J; Dell'Aquila, G; Salvi, F; Bonfigli, AR; Volpato, S; Trevisan, C; Fumagalli, S; Monzani, F; Incalzi, RA; Olivieri, F; Cherubini, A";"Fedecostante, Massimiliano; Sabbatinelli, Jacopo; Dell'Aquila, Giuseppina; Salvi, Fabio; Bonfigli, Anna Rita; Volpato, Stefano; Trevisan, Caterina; Fumagalli, Stefano; Monzani, Fabio; Antonelli Incalzi, Raffaele; Olivieri, Fabiola; Cherubini, Antonio";Prediction of COVID-19 in-hospital mortality in older patients using artificial intelligence: a multicenter study;FRONTIERS IN AGING;"Background Once the pandemic ended, SARS-CoV-2 became endemic, with flare-up phases. COVID-19 disease can still have a significant clinical impact, especially in older patients with multimorbidity and frailty.Objective This study aims at evaluating the main characteristics associated to in-hospital mortality among data routinely collected upon admission to identify older patients at higher risk of death.Methods The present study used data from Gerocovid-acute wards, an observational multicenter retrospective-prospective study conducted in geriatric and internal medicine wards in subjects >= 60 years old during the COVID-19 pandemic. Seventy-one routinely collected variables, including demographic data, living arrangements, smoking habits, pre-COVID-19 mobility, chronic diseases, and clinical and laboratory parameters were integrated into a web-based machine learning platform (Just Add Data Bio) to identify factors with the highest prognostic relevance. The use of artificial intelligence allowed us to avoid variable selection bias, to test a large number of models and to perform an internal validation.Results The dataset was split into training and test sets, based on a 70:30 ratio and matching on age, sex, and proportion of events; 3,520 models were set out to train. The three predictive algorithms (optimized for performance, interpretability, or aggressive feature selection) converged on the same model, including 12 variables: pre-COVID-19 mobility, World Health Organization disease severity, age, heart rate, arterial blood gases bicarbonate and oxygen saturation, serum potassium, systolic blood pressure, blood glucose, aspartate aminotransferase, PaO2/FiO2 ratio and derived neutrophil-to-lymphocyte ratio.Conclusion Beyond variables reflecting the severity of COVID-19 disease failure, pre-morbid mobility level was the strongest factor associated with in-hospital mortality reflecting the importance of functional status as a synthetic measure of health in older adults, while the association between derived neutrophil-to-lymphocyte ratio and mortality, confirms the fundamental role played by neutrophils in SARS-CoV-2 disease.";Salvi, Fabio/0000-0001-6349-4130;;2673-6217;OCT 17;2024;5;;;;1473632;10.3389/fragi.2024.1473632;http://dx.doi.org/10.3389/fragi.2024.1473632;
J;"Guo, HZ; Cao, JW; He, SC; Wei, MQ; Meng, DY; Yu, IC; Wang, ZY; Chang, XY; Yang, G; Wang, ZH";"Guo, Hongzhi; Cao, Jianwei; He, Shichun; Wei, Meiqi; Meng, Deyu; Yu, Ichen; Wang, Ziyi; Chang, Xinyi; Yang, Guang; Wang, Ziheng";Quantifying the Enhancement of Sarcopenic Skeletal Muscle Preservation Through a Hybrid Exercise Program: Randomized Controlled Trial;JMIR AGING;Background: Sarcopenia is characterized by the loss of skeletal muscle mass and muscle function with increasing age. The skeletal muscle mass of the elderly who suffer from sarcopenia may be improved via the practice of strength training and Tai Chi. However, it remains unclear if the hybridization of strength exercise training (SET) and traditional Chinese exercise (TCE) will have a better effect. Objective: we designed a strength training and Tai Chi exercise hybrid program to improve sarcopenia in the elderly. Moreover, Explainable Artificial Intelligence was utilized to predict post-intervention sarcopenic status and quantify the feature contribution. Methods: To assess the influence of sarcopenia in the elder group, ninety-three participated as experimental subjects in 24-week randomized controlled trial and were randomized into three intervention groups, namely the Tai Chi exercise and strength training hybrid group (TCSG, n = 33), the strength training group (STG, n = 30), and the control group (CG, n = 30). Abdominal computed tomography (CT) was employed to evaluate the skeletal muscle mass at the third lumbar (L3) vertebra. Analysis of demographic characteristics of participants at baseline used one-way ANOVA and chi-square test and repeated measures ANOVA to analyze experimental data. In addition, ten machine-learning classification models were resorted to calculate if these participants could reverse the degree of sarcopenia after the intervention. Results: A significant interaction effect was found in skeletal muscle density at L3 (L3 SMD), skeletal muscle area at L3 (L3 SMA), grip strength, muscle fat infiltration (MFI), and relative skeletal muscle mass index (RSMI). Grip strength, RMSI, and L3 SMA were significantly improved after the intervention for subjects in the TCSG and STG. After post hoc tests, we found that participants in the TCSG had a better effect on L3 SMA than those in the STG and participants in the CG. The LightGBM classification model had the greatest performance in accuracy (88.4%), recall score (74.0%) and F1 score (76.1%). Conclusions: The Skeletal muscle area of sarcopenic older adults may be improved by a hybrid exercise program composing of strength training and Tai Chi. In addition, we identified that the LightGBM classification model had the best performance to predict the reversion of sarcopenia.;"wang, ziyi/0009-0006-8253-8614; Yu, Ichen/0009-0001-5132-7850; Wang, Ziheng/0000-0002-3953-0493";;2561-7605;;2024;7;;;;e58175;10.2196/58175;http://dx.doi.org/10.2196/58175;
J;"Imran, R; Khan, SS";"Imran, Rangraze; Khan, Shehla Shafi";A systematic review on the efficacy of artificial intelligence in geriatric healthcare: a critical analysis of current literature;BMC GERIATRICS;ObjectiveTo carry out systematic analysis of existing literature on role of Artificial Intelligence in geriatric patient healthcare.MethodsA detailed online search was carried out using search phrases in reliable sources of information like Pubmed database, Embase database, Ovid database, Global Health database, PsycINFO, and Web of Science. Study specific information was gathered, including the organisation, year of publication, nation, setting, design of the research, information about population, size of study sample, group dynamics, eligibility and exclusion requirements, information about intervention, duration of exposure to the intervention , comparators, details of outcome measures, scheduling of evaluations, and consequences. After information gathering, the reviewers gathered to discuss any differences.ResultsThirty-one studies were finally selected for systemic review. Although there was some disagreement on the acceptance of AI-enhanced treatments in LTC settings, this review indicated that there was little consensus about the efficacy of those initiatives for older individuals. Social robots have been shown to increase social interaction and mood, but the data was more conflicting and less definitive for the other innovations and consequences. The majority of research evaluated a variety of results, which made it impossible to synthesise them in a meaningful way and prevented a meta-analysis. In addition, many studies have moderate to severe bias risks due to underpowered designConclusionIt is challenging to determine whether AI supplemented technologies for geriatric patients are significantly beneficial. Although some encouraging findings were made, more study is required.;;;1471-2318;APR 11;2025;25;1;;;248;10.1186/s12877-025-05878-w;http://dx.doi.org/10.1186/s12877-025-05878-w;
J;"Nakajima, K; Yuno, M";"Nakajima, Kei; Yuno, Mariko";Elevated All-Cause Mortality among Overweight Older People: AI Predicts a High Normal Weight Is Optimal;GERIATRICS;"It has been proposed that being overweight may provide an advantage with respect to mortality in older people, although this has not been investigated fully. Therefore, to confirm that and elucidate the underlying mechanism, we investigated mortality in older people using explainable artificial intelligence (AI) with the gradient-boosting algorithm XGboost. Baseline body mass indexes (BMIs) of 5699 people (79.3 +/- 3.9 years) were evaluated to determine the relationship with all-cause mortality over eight years. In the unadjusted model, the first negative (protective) BMI range for mortality was 25.9-28.4 kg /m(2). However, in the adjusted cross-validation model, this range was 22.7-23.6 kg/m(2); the second and third negative BMI ranges were then 25.8-28.2 and 24.6-25.8 kg/m(2), respectively. Conversely, the first advancing BMI range was 12.8-18.7 kg/m(2), which did not vary across conditions with high feature importance. Actual and predicted mortality rates in participants aged <90 years showed a negative-linear or L-shaped relationship with BMI, whereas predicted mortality rates in men aged >= 90 years showed a blunt U-shaped relationship. In conclusion, AI predicted that being overweight may not be an optimal condition with regard to all-cause mortality in older adults. Instead, it may be that a high normal weight is optimal, though this may vary according to the age and sex.";Nakajima, Kei/0000-0002-1788-3896;;2308-3417;JUN;2022;7;3;;;68;10.3390/geriatrics7030068;http://dx.doi.org/10.3390/geriatrics7030068;
J;"Nimrod, G; Edan, Y";"Nimrod, Galit; Edan, Yael";Technology Domestication in Later Life;INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION;Technology domestication in old age may promote autonomy and support aging in place, but most previous research did not follow the process of domestication over time and in real life conditions. To gain deeper understanding of technology domestication in later life, we simultaneously explored uses, outcomes and constraints in real life conditions in a longitudinal study. Nineteen community-dwelling women aged 75-90 were provided with voice-controlled Intelligent Personal Assistants (Google Home) and their experiences with them were documented for three months via semi-structured interviews, observations, and weekly surveys. Analysis identified three different patterns of technology domestication: Broad domestication characterized by a high level of integration and ongoing experimentation, focused domestication in which the user mainly adopted one of the device's functions, and restrained domestication wherein a short period of experimentation was followed by occasional use, if any. Demonstrating that the process of technology domestication is not homogeneous, the findings call for some theoretical updates and offer several practical implications.;Nimrod, Galit/0000-0001-5878-8222;1044-7318;1532-7590;FEB 25;2022;38;4;339;350;;10.1080/10447318.2021.1938395;http://dx.doi.org/10.1080/10447318.2021.1938395;
J;"De Gaspari, S; Giglioli, IAC; Pupillo, C; Sajno, E; DI Lernia, D; Capriotti, A; Olivetti, P; Riva, G";"De Gaspari, Stefano; Giglioli, Irene Alice Chicchi; Pupillo, Chiara; Sajno, Elena; Di Lernia, Daniele; Capriotti, Alessandro; Olivetti, Paolo; Riva, Giuseppe";The Analysis of Digital Biomarkers for Identifying and Predicting Frailty and Healthy Elderly through Machine Learning;ANNUAL REVIEW OF CYBERTHERAPY AND TELEMEDICINE;This study explores using an AI model to identify and predict frailty in elderly individuals by analyzing digital biomarkers of head and hand movements during virtual reality (VR) tasks. A sample of 20 participants, divided equally into healthy and frail groups, was assessed using traditional questionnaires and VRbased cognitive activities. The study utilized machine learning (ML) algorithms, including Decision Tree, Random Forest, and Logistic Regression, to analyze the digital biomarkers and predict the health status of the subjects. The results demonstrated that the Logistic Regression model achieved an accuracy of 0.83 and a ROC-AUC of 0.83, indicating its reliability in classifying frailty and healthy elderly. The research highlights the potential of combining digital biomarkers and VR with ML techniques to detect frailty conditions, suggesting a novel assessment modality that could enhance early interventions and improve the quality of life for the elderly.;;1554-8716;2352-927X;SUM;2024;22;;;;;;;
J;"Tang, V; Lam, HY; Wu, CH; Ho, GTS";"Tang, Valerie; Lam, H. Y.; Wu, C. H.; Ho, G. T. S.";A Two-Echelon Responsive Health Analytic Model for Triggering Care Plan Revision in Geriatric Care Management;JOURNAL OF ORGANIZATIONAL AND END USER COMPUTING;Due to the increasing ageing population, how can caregivers effectively provide long-term care services to meet the older adults' needs with finite resources is emerging. In addressing this issue, nursing homes are striving to adopt smart health with the internet of things and artificial intelligence to improve the efficiency and sustainability of healthcare. This study proposed a two-echelon responsive health analytic model (EHAM) to deliver appropriate healthcare services in nursing homes under the internet of medical things environment. A novel care plan revision index is developed using a dual fuzzy logic approach for multidimensional health assessments, followed by care plan modification using case-based reasoning. The findings reveal that EHAM can generate patient-centred long-term care solutions of high quality to maximise the satisfaction of nursing home residents and their families. Ultimately, sustainable healthcare services can be within the communities.;"WU, C.H./0000-0003-1259-4048; Lam, H.Y./0000-0002-5858-1894; Tang, Valerie/0000-0002-4528-1091";1546-2234;1546-5012;;2022;34;4;;;;10.4018/JOEUC.289224;http://dx.doi.org/10.4018/JOEUC.289224;
J;"Cristiano, A; Musteata, S; De Silvestri, S; Bellandi, V; Ceravolo, P; Cesari, M; Azzolino, D; Sanna, A; Trojaniello, D";"Cristiano, Alessia; Musteata, Stela; De Silvestri, Sara; Bellandi, Valerio; Ceravolo, Paolo; Cesari, Matteo; Azzolino, Domenico; Sanna, Alberto; Trojaniello, Diana";Older Adults' and Clinicians' Perspectives on a Smart Health Platform for the Aging Population: Design and Evaluation Study;JMIR AGING;"Background: Over recent years, interest in the development of smart health technologies aimed at supporting independent living for older populations has increased. The integration of innovative technologies, such as the Internet of Things, wearable technologies, artificial intelligence, and ambient-assisted living applications, represents a valuable solution for this scope. Designing such an integrated system requires addressing several aspects (eg, equipment selection, data management, analytics, costs, and users'needs) and involving different areas of expertise (eg, medical science, service design, biomedical and computer engineering). Objective: The objective of this study is 2-fold; we aimed to design the functionalities of a smart health platform addressing 5 chronic conditions prevalent in the older population (ie, hearing loss, cardiovascular diseases, cognitive impairments, mental health problems, and balance disorders) by considering both older adults'and clinicians' perspectives and to evaluate the identified smart health platform functionalities with a small group of older adults. Methods: Overall, 24 older adults (aged >65 years) and 118 clinicians were interviewed through focus group activities and web-based questionnaires to elicit the smart health platform requirements. Considering the elicited requirements, the main functionalities of smart health platform were designed. Then, a focus group involving 6 older adults was conducted to evaluate the proposed solution in terms of usefulness, credibility, desirability, and learnability. Results: Eight main functionalities were identified and assessed-cognitive training and hearing training (usefulness: 6/6, 100%; credibility: 6/6, 100%; desirability: 6/6, 100%; learnability: 6/6, 100%), monitoring of physiological parameters (usefulness: 6/6, 100%; credibility: 6/6, 100%; desirability: 6/6, 100%; learnability: 5/6, 83%), physical training (usefulness: 6/6, 100%; credibility: 6/6, 100%; desirability: 5/6, 83%; learnability: 2/6, 33%), psychoeducational intervention (usefulness: 6/6, 100%; credibility: 6/6, 100%; desirability: 4/6, 67%; learnability: 2/6, 33%), mood monitoring (usefulness: 4/6, 67%; credibility: 4/6, 67%; desirability: 3/6, 50%; learnability: 5/6, 50%), diet plan (usefulness: 5/6, 83%; credibility: 4/6, 67%; desirability: 1/6, 17%; learnability: 2/6, 33%), and environment monitoring and adjustment (usefulness: 1/6, 17%; credibility: 1/6, 17%; desirability: 0/6, 0%; learnability: 0/6, 0%). Most of them were highly appreciated by older participants, with the only exception being environment monitoring and adjustment. The results showed that the proposed functionalities met the needs and expectations of users (eg, improved self-management of patients' disease and enhanced patient safety). However, some aspects need to be addressed (eg, technical and privacy issues). Conclusions: The presented smart health platform functionalities seem to be able to meet older adults' needs and desires to enhance their self-awareness and self-management of their medical condition, encourage healthy and independent living, and provide evidence-based support for clinicians' decision-making. Further research with a larger and more heterogeneous pool of stakeholders in terms of demographics and clinical conditions is needed to assess system acceptability and overall user experience in free-living conditions.";"De Silvestri, Sara/0000-0002-4926-5259; Azzolino, Domenico/0000-0002-4910-7373; BELLANDI, Valerio/0000-0003-4473-6258; Musteata, Stela/0000-0001-7717-7654; Ceravolo, Paolo/0000-0002-4519-0173; Cristiano, Alessia/0000-0002-7682-0270";;2561-7605;JAN-MAR;2022;5;1;;;e29623;10.2196/29623;http://dx.doi.org/10.2196/29623;
J;"Haimovich, AD; Shah, MN; Southerland, LT; Hwang, U; Patterson, BW";"Haimovich, Adrian D.; Shah, Manish N.; Southerland, Lauren T.; Hwang, Ula; Patterson, Brian W.";Automating risk stratification for geriatric syndromes in the emergency department;JOURNAL OF THE AMERICAN GERIATRICS SOCIETY;Background: Geriatric emergency department (GED) guidelines endorse screening older patients for geriatric syndromes in the ED, but there have been significant barriers to widespread implementation. The majority of screening programs require engagement of a clinician, nurse, or social worker, adding to already significant workloads at a time of record-breaking ED patient volumes, staff shortages, and hospital boarding crises. Automated, electronic health record (EHR)-embedded risk stratification approaches may be an alternate solution for extending the reach of the GED mission by directing human actions to a smaller subset of higher risk patients.Methods: We define the concept of automated risk stratification and screening using existing EHR data. We discuss progress made in three potential use cases in the ED: falls, cognitive impairment, and end-of-life and palliative care, emphasizing the importance of linking automated screening with systems of healthcare delivery.Results: Research progress and operational deployment vary by use case, ranging from deployed solutions in falls screening to algorithmic validation in cognitive impairment and end-of-life care.Conclusions: Automated risk stratification offers a potential solution to one of the most pressing problems in geriatric emergency care: identifying high-risk populations of older adults most appropriate for specific GED care. Future work is needed to realize the promise of improved care with less provider burden by creating tools suitable for widespread deployment as well as best practices for their implementation and governance.;"Shah, Manish/0000-0001-6331-1074; Hwang, Ula/0000-0002-3715-3073; Southerland, Lauren/0000-0002-3561-8332";0002-8614;1532-5415;JAN;2024;72;1;258;267;;10.1111/jgs.18594;http://dx.doi.org/10.1111/jgs.18594;
J;"Wang, KR; Zhang, HY; Cheng, CYM; Chen, M; Lai, KWC; Or, CK; Hu, Y; Vellaisamy, ALR; Lam, CL; Xi, N; Lou, VW; Li, WJ";"Wang, Keer; Zhang, Hongyu; Cheng, Clio Yuen Man; Chen, Meng; Lai, King Wai Chiu; Or, Calvin Kalun; Hu, Yong; Vellaisamy, Arul Lenus Roy; Lam, Cindy Lo Kuen; Xi, Ning; Lou, Vivian Weiqun; Li, Wen Jung";Multi-Risk-Level Sarcopenia-Prone Screening via Machine Learning Classification of Sit-to-Stand Motion Metrics from Wearable Sensors;ADVANCED INTELLIGENT SYSTEMS;Sarcopenia, an age-related syndrome characterized by muscle mass and function loss, significantly impacts the quality of life in older adults. A machine learning approach using micro inertial measurement units (mu IMUs) for noninvasive sarcopenia-prone screening through a single sit-to-stand (1STS) test is developed. The study involves 53 older participants (65-84 years), each wearing two IMUs, i.e., one on the thigh and one on the waist. The 1STS motion is divided into four phases and extract 510 features from the collected data. Phase 1 is crucial for distinguishing healthy from sarcopenia-prone participants, while Phase 2 is significant in differentiating risk levels. Key indicators include anterior-posterior and mediolateral movements, particularly along the y-axis and z-axis of the sensors. Five classification algorithms (support vector machine (SVM), K-nearest neighbors (KNN), decision tree, linear discriminant analysis, and multilayer perceptron (MLP)) with selected features are trained. The method achieves 98.32% accuracy using SVM and MLP in distinguishing healthy from sarcopenia-prone participants and 90.44% accuracy using KNN in classifying participants across four risk levels (0-3) based on physical performance severity. These results suggest that the proposed method provides a low-cost, nonspecialist technique for large-scale sarcopenia-prone risk screening and assessment of physical performance severities.;"LOU, Vivian W. Q./0000-0001-7000-1306; Zhang, Hongyu/0000-0002-2658-4329; CHEN, Meng/0000-0001-9657-5383";;2640-4567;2025 FEB 17;2025;;;;;;10.1002/aisy.202401120;http://dx.doi.org/10.1002/aisy.202401120;
J;"Zhao, L; Fu, B";"Zhao, Li; Fu, Bing";Assessing the Impact of Recommendation Novelty on Older Consumers: Older Does Not Always Mean the Avoidance of Innovative Products;BEHAVIORAL SCIENCES;Personalized recommendations that use digital technologies to predict user interests and preferences and give guiding conclusions have become a widely used digital marketing tool on e-commerce platforms. Given that existing consumer behavior research has not reached a consensus on the relationship between age and the adoption of innovative products, whether recommendation novelty can stimulate older consumers' acceptance of innovative products remains uncertain. Grounded in the aging and social influence literature, this experimental study investigated the moderating role of individual cognitive age on the impact of recommendation novelty on consumer perceptions regarding stereotype threat and receptiveness to innovativeness. An experiment involving 239 online shoppers was conducted to investigate the experiences of cognitively younger and older adults while using low or high levels of recommendation novelty designed for this study. Results reveal the tension for older adults when using highly recommended novelty, as they perceive these to be more of a stereotype threat, but they also have a higher level of receptiveness to innovativeness. This finding is contrary to the common belief that the older the consumer, the less receptive to innovativeness, providing novel insight into the information systems literature. Theoretically, this research shows how increasing the level of recommended novelty affects stereotype threat and receptiveness to innovativeness (of consumers of different cognitive ages). For practitioners, the results provide important guidelines on the kind of personalized recommendations that are appropriate for consumers with different cognitive ages.;;;2076-328X;JUN;2024;14;6;;;473;10.3390/bs14060473;http://dx.doi.org/10.3390/bs14060473;
J;"Langston, E; Charness, N; Boot, W";"Langston, Emily; Charness, Neil; Boot, Walter";Are Virtual Assistants Trustworthy for Medicare Information: An Examination of Accuracy and Reliability;GERONTOLOGIST;Background and Objectives Advances in artificial intelligence (AI)-based virtual assistants provide a potential opportunity for older adults to use this technology in the context of health information-seeking. Meta-analysis on trust in AI shows that users are influenced by the accuracy and reliability of the AI trustee. We evaluated these dimensions for responses to Medicare queries.Research Design and Methods During the summer of 2023, we assessed the accuracy and reliability of Alexa, Google Assistant, Bard, and ChatGPT-4 on Medicare terminology and general content from a large, standardized question set. We compared the accuracy of these AI systems to that of a large representative sample of Medicare beneficiaries who were queried twenty years prior.Results Alexa and Google Assistant were found to be highly inaccurate when compared to beneficiaries' mean accuracy of 68.4% on terminology queries and 53.0% on general Medicare content. Bard and ChatGPT-4 answered Medicare terminology queries perfectly and performed much better on general Medicare content queries (Bard = 96.3%, ChatGPT-4 = 92.6%) than the average Medicare beneficiary. About one month to a month-and-a-half later, we found that Bard and Alexa's accuracy stayed the same, whereas ChatGPT-4's performance nominally decreased, and Google Assistant's performance nominally increased.Discussion and Implications LLM-based assistants generate trustworthy information in response to carefully phrased queries about Medicare, in contrast to Alexa and Google Assistant. Further studies will be needed to determine what factors beyond accuracy and reliability influence the adoption and use of such technology for Medicare decision-making.;;0016-9013;1758-5341;JUL 19;2024;64;8;;;gnae062;10.1093/geront/gnae062;http://dx.doi.org/10.1093/geront/gnae062;
J;"Bruni, F; Borghesi, F; Mancuso, V; Riva, G; Stramba-Badiale, M; Pedroli, E; Cipresso, P";"Bruni, Francesca; Borghesi, Francesca; Mancuso, Valentina; Riva, Giuseppe; Stramba-Badiale, Marco; Pedroli, Elisa; Cipresso, Pietro";Cognition Meets Gait: Where and How Mind and Body Weave Each Other in a Computational Psychometrics Approach in Aging;FRONTIERS IN AGING NEUROSCIENCE;Aging may be associated with conditions characterized by motor and cognitive alterations, which could have a detrimental impact on daily life. Although motors and cognitive aspects have always been treated as separate entities, recent literature highlights their relationship, stressing a strong association between locomotion and executive functions. Thus, designing interventions targeting the risks deriving from both components' impairments is crucial: the dual-task represents a starting point. Although its role in targeting and decreasing difficulties in aging is well known, most interventions are focused on a single domain, proposing a vertical model in which patients emerge only for a single aspect per time during assessment and rehabilitation. In this perspective, we propose a view of the individual as a whole between mind and body, suggesting a multicomponent and multidomain approach that could integrate different domains at the same time retracing lifelike situations. Virtual Reality, thanks to the possibility to develop daily environments with engaging challenges for patients, as well as to manage different devices to collect multiple data, provides the optimal scenario in which the integration could occur. Artificial Intelligence, otherwise, offers the best methodologies to integrate a great amount of various data to create a predictive model and identify appropriate and individualized interventions. Based on these assumptions the present perspective aims to propose the development of a new approach to an integrated, multimethod, multidimensional training in order to enhance cognition and physical aspects based on behavioral data, incorporating consolidated technologies in an innovative approach to neurology.;"Cipresso, Pietro/0000-0002-0662-7678; Mancuso, Valentina/0000-0002-4198-3723; Borghesi, Francesca/0000-0003-1356-8271; Pedroli, Elisa/0000-0003-4012-262X; Bruni, Francesca/0000-0001-9911-0573";1663-4365;;JUL 8;2022;14;;;;909029;10.3389/fnagi.2022.909029;http://dx.doi.org/10.3389/fnagi.2022.909029;
J;"Chu, CS; Wang, DY; Liang, CK; Chou, MY; Hsu, YH; Wang, YC; Liao, MC; Chu, WT; Lin, YT";"Chu, Che-Sheng; Wang, Di-Yuan; Liang, Chih-Kuang; Chou, Ming-Yueh; Hsu, Ying-Hsin; Wang, Yu-Chun; Liao, Mei-Chen; Chu, Wei-Ta; Lin, Yu-Te";Automated Video Analysis of Audio-Visual Approaches to Predict and Detect Mild Cognitive Impairment and Dementia in Older Adults;JOURNAL OF ALZHEIMERS DISEASE;"Background: Early identification of different stages of cognitive impairment is important to provide available intervention and timely care for the elderly. Objective: This study aimed to examine the ability of the artificial intelligence (AI) technology to distinguish participants with mild cognitive impairment (MCI) from those with mild to moderate dementia based on automated video analysis. Methods: A total of 95 participants were recruited (MCI, 41; mild to moderate dementia, 54). The videos were captured during the Short Portable Mental Status Questionnaire process; the visual and aural features were extracted using these videos. Deep learning models were subsequently constructed for the binary differentiation of MCI and mild to moderate dementia. Correlation analysis of the predicted Mini-Mental State Examination, Cognitive Abilities Screening Instrument scores, and ground truth was also performed. Results: Deep learning models combining both the visual and aural features discriminated MCI from mild to moderate dementia with an area under the curve (AUC) of 77.0% and accuracy of 76.0%. The AUC and accuracy increased to 93.0% and 88.0%, respectively, when depression and anxiety were excluded. Significant moderate correlations were observed between the predicted cognitive function and ground truth, and the correlation was strong excluding depression and anxiety. Interestingly, female, but not male, exhibited a correlation. Conclusion: The study showed that video-based deep learning models can differentiate participants with MCI from those with mild to moderate dementia and can predict cognitive function. This approach may offer a cost-effective and easily applicable method for early detection of cognitive impairment.";Chu, Wei-Ta/0000-0001-5722-7239;1387-2877;1875-8908;;2023;92;3;875;886;;10.3233/JAD-220999;http://dx.doi.org/10.3233/JAD-220999;
J;"Atee, M; Hoti, K; Chivers, P; Hughes, JD";"Atee, Mustafa; Hoti, Kreshnik; Chivers, Paola; Hughes, Jeffery D.";Faces of Pain in Dementia: Learnings From a Real-World Study Using a Technology-Enabled Pain Assessment Tool;FRONTIERS IN PAIN RESEARCH;"Pain is common in people living with dementia (PLWD), including those with limited verbal skills. Facial expressions are key behavioral indicators of the pain experience in this group. However, there is a lack of real-world studies to report the prevalence and associations of pain-relevant facial micro-expressions in PLWD. In this observational retrospective study, pain-related facial features were studied in a sample of 3,144 PLWD [mean age 83.3 years (SD = 9.0); 59.0% female] using the Face domain of PainChek (R), a point-of-care medical device application. Pain assessments were completed by 389 users from two national dementia-specific care programs and 34 Australian aged care homes. Our analysis focused on the frequency, distribution, and associations of facial action units [AU(s)] with respect to various pain intensity groups. A total of 22,194 pain assessments were completed. Of the AUs present, AU7 (eyelid tightening) was the most frequent facial expression (48.6%) detected, followed by AU43 (closing eyes; 42.9%) and AU6 (cheek raising; 42.1%) during severe pain. AU20 (horizontal mouth stretch) was the most predictive facial action of higher pain scores. Eye-related AUs (AU6, AU7, AU43) and brow-related AUs (AU4) were more common than mouth-related AUs (e.g., AU20, AU25) during higher pain intensities. No significant effect was found for age or gender. These findings offer further understanding of facial expressions during clinical pain in PLWD and confirm the usefulness of artificial intelligence (AI)-enabled real-time analysis of the face as part of the assessment of pain in aged care clinical practice.";"Chivers, Paola/0000-0003-2278-4857; Atee, Mustafa/0000-0002-0837-3245";;2673-561X;FEB 22;2022;3;;;;827551;10.3389/fpain.2022.827551;http://dx.doi.org/10.3389/fpain.2022.827551;
